"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.selftext","Input.title","Answer.crowd_input","Approve","Reject"
"3HEADTGN3ZQV0Q95XNF6PM5PAE6VR4","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:07 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:07 PST 2023","","","3M81GAB8ABHJ2VTT6T4884X38R5BQX","A2MCG5W6LHSRG9","Submitted","Wed Feb 15 10:37:29 PST 2023","Wed Feb 15 10:38:10 PST 2023","Fri Feb 17 10:38:10 PST 2023","","","","41","100% (4/4)","100% (4/4)","100% (4/4)","Tomorrow I leave for college after spening 2 months at home an it is going to be a long train journey- 22 hours. Suggest me movies that I otherwise wouln't watch. Movies that one sees when that is all he can o. Doesn't necessarily have to be long. Just give me your best suggestions.

Thank you in avance.","Movie Recommendations for Train Journey tomorrow",","
"3PMR2DOWPYZ71QSSGK1GDV0G5CL54P","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:07 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:07 PST 2023","","","3180JW2OTFA0RS87ATTM8HLPK0SJ5E","A3EBUBRYCKB6AF","Submitted","Wed Feb 15 10:43:56 PST 2023","Wed Feb 15 10:44:17 PST 2023","Fri Feb 17 10:44:17 PST 2023","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","Whenever a question about this is aske, a very specific crop of fairly popular movies get mentione. So I was curious as to which lesser-known films that came out in VOD or streaming, have a lot of raunch in them. 

I'm looking for movies with a lot of **simulate sex scenes (the sex isn't real)**, so no pornos an no films like Shortbus an 9 Songs (which were theatrical releases, but you know what I mean). Also, try to stick to relatively more obscure films, an not streaming hits like 365 Days","Non-theatrical films (streaming/VOD) with the most sex scenes","Shortbus, 9 Songs, 365 Days"
"3D1UCPY6HQ756CSQE430FAI1T2Q839","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:07 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:07 PST 2023","","","3AQF3RZ55JGG5UMPWMC6LP7XNOLF6M","A3N7R7P9HP2YB6","Submitted","Wed Feb 15 10:37:51 PST 2023","Wed Feb 15 10:39:05 PST 2023","Fri Feb 17 10:39:05 PST 2023","","","","74","0% (0/0)","0% (0/0)","0% (0/0)","Whenever a question about this is aske, a very specific crop of fairly popular movies get mentione. So I was curious as to which lesser-known films that came out in VOD or streaming, have a lot of raunch in them. 

I'm looking for movies with a lot of **simulate sex scenes (the sex isn't real)**, so no pornos an no films like Shortbus an 9 Songs (which were theatrical releases, but you know what I mean). Also, try to stick to relatively more obscure films, an not streaming hits like 365 Days","Non-theatrical films (streaming/VOD) films with the most sex scenes","365 Days"
"3HEA4ZVWWNKPX9WSUPKQIN6U58G55U","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:07 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:07 PST 2023","","","3I02618YAB4DYI1K676EDPZHSGQUP6","A3EBUBRYCKB6AF","Submitted","Wed Feb 15 10:40:19 PST 2023","Wed Feb 15 10:40:42 PST 2023","Fri Feb 17 10:40:42 PST 2023","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","Looking for a vibe similar to Legally Blone, in that it’s a funny but not umb film, nothing too heavy, feel goo sort of flick. So far have foun Romy &amp; Michele’s High School Reunion, Return to Me, How to Lose a Guy in 10 Days, Have You Hear About the Morgan’s, Devil Wears Praa, Never Been Kisse, Easy A, Death Becomes Her, Buffy the Vampire Slayer, Mean Girls, Sweet Home Alabama. Worrie I may have exhauste the stash here","Similar Vibe to Legally Blonde","Legally Blone, Romy & Michele’s High School Reunion, Return to Me, How to Lose a Guy in 10 Days, Have You Hear About the Morgan’s, Devil Wears Praa, Never Been Kisse, Easy A, Death Becomes Her, Buffy the Vampire Slayer, Mean Girls, Sweet Home Alabama"
"3S1L4CQSG73E5C1YVXOGCADTMGVAFO","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:07 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:07 PST 2023","","","31HQ4X3T3387SKUIPAI7H789294SLQ","AZACNY1H74YWS","Submitted","Wed Feb 15 10:40:10 PST 2023","Wed Feb 15 10:40:49 PST 2023","Fri Feb 17 10:40:49 PST 2023","","","","39","0% (0/0)","0% (0/0)","0% (0/0)","I'm looking for movies like liberal arts, goo will hunting, meet joe black... with the movie approaching love from ifferent angles... A feel goo movie that enhances an enriches the iea of love in our mins...","Looking for movies like liberal arts","liberal arts, goo will hunting, meet joe black"
"31GN6YMHMZQKGU9N2MK71YTZ3PRSWZ","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:07 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:07 PST 2023","","","3U5JL4WY5V7JQT9WDSPDUYNQV2BX4A","A3N7R7P9HP2YB6","Submitted","Wed Feb 15 10:40:35 PST 2023","Wed Feb 15 10:40:58 PST 2023","Fri Feb 17 10:40:58 PST 2023","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","Hey so like i really wanna like ault movies like it can even be like 50 shaes of grey or 365 like very toxic relationship movies or like nue movies. I have almost seem all of them but still if like there are more of these I woul really wanna see them...","bold and like out infront of your face movie?","50 Shades of Grey"
"3WGZLY9VDRK3O4UN7T9CSJ4DKFFD8C","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:07 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:07 PST 2023","","","39GHHAVOMQPIV947WOAC3PFBK4X4JU","A34QZDSTKZ3JO9","Submitted","Wed Feb 15 10:40:25 PST 2023","Wed Feb 15 10:40:40 PST 2023","Fri Feb 17 10:40:40 PST 2023","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","I just finishe watching ""Never Let Me Go"" an I really really like it. I always thought that I on't enjoy sci-fi movies but I'm realising I might not like the futuristic sci-fi's an that I' really enjoy a sci-fi if it's set in the past. Or at least if the sci-fi part isn't too futuristic. 

&amp;#x200B;

Do you have any suggestions? (extra points if it's british)","Sci-fi Period Drama movies","Never Let Me Go"
"3GITHABAD8J1O1JBG6EEEX34CJP2NG","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:07 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:07 PST 2023","","","35L9RVQFCZGLL13WNUY94GXQ6PGHUO","AMWIBULQ4S8K3","Submitted","Wed Feb 15 10:39:48 PST 2023","Wed Feb 15 10:40:05 PST 2023","Fri Feb 17 10:40:05 PST 2023","","","","17","100% (5/5)","100% (5/5)","100% (5/5)","Hey guys im looking for a movie i watche along time ago but cant fin it
It was about a guy talking to his mom who is ying in hospital an he mentions go an heaven an afterlife an everyone at the hospital are shocke an no one in his worl knows about go or afterlife so he gets famous an people keep asking him questions, its a comey movie","Comedy/god/afterlife",","
"39XCQ6V3L82LGDW6Z8UVATKU13R56A","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:07 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:07 PST 2023","","","3ND9UOO81V00Z1BR9FS8EWBU8M0WL9","AMWIBULQ4S8K3","Submitted","Wed Feb 15 10:39:07 PST 2023","Wed Feb 15 10:39:18 PST 2023","Fri Feb 17 10:39:18 PST 2023","","","","11","100% (5/5)","100% (5/5)","100% (5/5)","Anyone know some goo thrillers, mysteries, an suspense films taking place in California, specifically aroun Los Angeles an the Bay Area? The film that best exemplifies what I'm looking for is Basic Instinct (1992). I am mostly looking for movies release in the 1980s, 1990s, an early 2000s.","Thrillers/mysteries/suspense films taking place in California","Basic Instinct"
"3OKP4QVBQCVKJCXT6HUYUVD5NVVAGN","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:08 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:08 PST 2023","","","3YW4XOSQK1JAHQIIL5VOCTHJP0L1UA","A9HQ3E0F2AGVO","Submitted","Wed Feb 15 10:39:20 PST 2023","Wed Feb 15 10:39:29 PST 2023","Fri Feb 17 10:39:29 PST 2023","","","","9","100% (18/18)","100% (16/16)","100% (16/16)","I remember there was a movie that was suppose to follow some comics, I think, but it ene up being woefully receive, but I seeme to enjoy it.

It was basically a super hero that lans from space crashes into the earth like a meteor an has all these crazy abilities, I know it's vague.

The main character was a guy with blone slim blue eyes. Was suppose to have other characters in future films from what I remember. The number 7 rings a bell for some reason. 


Anyone?","What's the super/alien hero movie called circa 2010?",","
"3BS6ERDLAD5GKQBZEECE858MEKPD6Q","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:07 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:07 PST 2023","","","3L4D84MILAQC7LS2BVUVXEOFP9IHJS","A32CMQGGTSUK6Z","Submitted","Wed Feb 15 10:39:03 PST 2023","Wed Feb 15 10:39:27 PST 2023","Fri Feb 17 10:39:27 PST 2023","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","i really like true crime ocumentaries, mystery shows/movies (minhunter, no escape, the walking ea, gone girl) just anything that makes you guess lol","mystery/fast paced movies/shows?","minhunter, no escape, the walking ea, gone girl"
"3HA5ODM5LKQ7159ICCFBFWALWGPVSS","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:08 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:08 PST 2023","","","3ZY8KE4ISU1YB9RZBAV89GRABJLVQN","A1IZ4NX41GKU4X","Submitted","Wed Feb 15 10:43:44 PST 2023","Wed Feb 15 10:45:20 PST 2023","Fri Feb 17 10:45:20 PST 2023","","","","96","0% (0/0)","0% (0/0)","0% (0/0)","What are her best movies? I can't ecie what to watch next. Heres all I have watche so far


- Beetlejuice
- Heathers
- The Crucible
- The Age of Innocence
- Stranger Things
- Girl, Interrupte
- Ewar Scissorhans
- Lucas
- Little Women
- Black Swan
- Mermais
- Destination Weing
- Welcome Home Roxy Carmichael","Winona Ryder Movies","Beetlejuice ,Heathers ,The Crucible , The Age of Innocence , Stranger Things ,Girl, Interrupte ,Ewar Scissorhans ,Lucas , Little Women , Black Swan , Mermais ,Destination Weing , Welcome Home Roxy Carmichael"
"3UUSLRKAVV1ZOQP4XOH6EJ8I9V9D7P","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:07 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:07 PST 2023","","","32SVAV9L3Q7MCKIZ24SG0LKMGH7A3Z","AZACNY1H74YWS","Submitted","Wed Feb 15 10:41:10 PST 2023","Wed Feb 15 10:41:24 PST 2023","Fri Feb 17 10:41:24 PST 2023","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","I’m looking for a movie with a twist at the en. Maybe something similar to any m night shyamalan film (ie the village, sixth sense etc). Looking for films in the last ten years but oler r welcome also.","movie with twist ending","the village, sixth sense"
"3INZSNUD9AO329DXCLFQSFZO4LXD91","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:07 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:07 PST 2023","","","37C0GNLMHQ1J7A8T5GHGXP4CBB6D6A","A18LFH7XW61JO9","Submitted","Wed Feb 15 10:41:41 PST 2023","Wed Feb 15 10:42:05 PST 2023","Fri Feb 17 10:42:05 PST 2023","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","My girlfrien an I watche this on Netflix an love it. Any Spaniar movies like it that make you feel goo an have a goo story?","Spaniard movies like Diecisiete (seventeen) 2019?",","
"3PUV2Q8SWE2MQ2SUA5TMJLUESL0DBB","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:08 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:08 PST 2023","","","3PDJHANYKGE0JQDVRC06OAJA33YH6M","A9HQ3E0F2AGVO","Submitted","Wed Feb 15 10:38:17 PST 2023","Wed Feb 15 10:38:29 PST 2023","Fri Feb 17 10:38:29 PST 2023","","","","12","100% (18/18)","100% (16/16)","100% (16/16)","Looking for movies with the same atmosphere as:

1922

No Country for Ol Men

I on't really know how to explain it, but if you know any calm, slow but intense movies please suggest. :-)","Calm but intense movies","No Country for Old Men"
